Condition, Index, Time, Distance, X, Y, Z, isCenter, isFront, isSide, isLeft, isOuter,GazeObject,GP_X,GP_X,GP_Z,GZ_X,GZ_Y,GZ_Y,GZD_X,GZD_Y,GZD_Z,RE_X,RE_Y,RE_Z,RED_X,RED_Y,RED_Z,LE_X,LE_Y,LE_Z,LED_X,LED_Y,LED_Z,H_X,H_Y,H_Z,HR_X,HR_Y,HR_Z,eye_closed,blink_count, eventTriggered
Sneeze_Away, 0, 24.18, 4.258226, 0.1874518, 1.617589, -2.934559, False, True, False, False, True,Eye Leg,-0.1161957,0.8880181,0.7779999,0.1874429,1.617583,-2.934558,-0.07999713,-0.1922084,0.9780881,0.1533696,1.622831,-2.937311,-0.05329235,-0.19713,0.9789279,0.221534,1.612348,-2.931807,-0.1064541,-0.1874673,0.9764853,0.1874518,1.617589,-2.934559,359.6965,175.3371,8.71498,0,0,False
Sneeze_Away, 1, 24.2, 4.258056, 0.1865074, 1.617371, -2.93451, False, True, False, False, True,Eye Leg,-0.1088294,0.8838109,0.7779999,0.1864714,1.617367,-2.934445,-0.07780632,-0.1932561,0.9780584,0.1523679,1.6223,-2.937127,-0.05043175,-0.1982598,0.9788513,0.2206468,1.612443,-2.931893,-0.1037528,-0.1894498,0.9763934,0.1865074,1.617371,-2.93451,359.4792,175.5416,8.191488,0,0,False
Sneeze_Away, 2, 24.22, 4.258056, 0.1865074, 1.617371, -2.93451, False, True, False, False, True,Eye Leg,-0.1086131,0.8843484,0.775281,0.1864714,1.617367,-2.934445,-0.07780632,-0.1932561,0.9780584,0.1523679,1.6223,-2.937127,-0.05043175,-0.1982598,0.9788513,0.2206468,1.612443,-2.931893,-0.1037528,-0.1894498,0.9763934,0.1865074,1.617371,-2.93451,359.4792,175.5416,8.191488,0,0,False
Sneeze_Away, 3, 24.24, 4.257741, 0.1844256, 1.616876, -2.93447, False, True, False, False, True,Eye Leg,-0.1106863,0.8838745,0.7752129,0.1843943,1.616903,-2.934412,-0.07780632,-0.1932561,0.9780584,0.1501891,1.621217,-2.936849,-0.05107137,-0.1979491,0.9788809,0.2186621,1.612536,-2.932091,-0.1043822,-0.1890846,0.9763972,0.1844256,1.616876,-2.93447,359.0527,175.9059,7.209522,0,0,False
Sneeze_Away, 4, 24.26, 4.256784, 0.1806378, 1.616331, -2.933835, False, True, False, False, True,Eye Leg,-0.09232179,0.8654575,0.773743,0.1806662,1.61629,-2.933879,-0.07197003,-0.1979796,0.9775605,0.146288,1.619896,-2.935841,-0.04525619,-0.20175,0.9783909,0.2149876,1.612767,-2.931828,-0.09872156,-0.1937742,0.9760665,0.1806378,1.616331,-2.933835,358.4438,176.4961,5.916863,0,0,False
Sneeze_Away, 5, 24.28, 4.256485, 0.1792961, 1.616421, -2.933535, False, True, False, False, True,Eye Leg,-0.09973815,0.8695849,0.7733846,0.1793602,1.616295,-2.933529,-0.0735911,-0.1969667,0.9776443,0.1449177,1.61976,-2.935437,-0.04673892,-0.2005288,0.9785722,0.2136745,1.613082,-2.931633,-0.1003422,-0.1934619,0.9759631,0.1792961,1.616421,-2.933535,358.2858,176.667,5.541398,0,0,False
Sneeze_Away, 6, 24.3, 4.255735, 0.1764408, 1.616438, -2.932846, False, True, False, False, True,Eye Leg,-0.06053476,0.8380661,0.7722052,0.1764617,1.616423,-2.932858,-0.06247148,-0.2051945,0.9767254,0.1420146,1.619369,-2.934546,-0.0356665,-0.2082121,0.9774331,0.2108669,1.613508,-2.931145,-0.08941098,-0.2021378,0.9752671,0.1764408,1.616438,-2.932846,358.0053,177.0027,4.862978,0,0,False
Sneeze_Away, 7, 24.32, 4.255524, 0.17465, 1.616602, -2.93263, False, True, False, False, True,Eye Leg,-0.06228403,0.8383667,0.7717721,0.174776,1.616453,-2.932484,-0.06247147,-0.2051944,0.9767254,0.1402,1.619294,-2.934242,-0.03594392,-0.2096017,0.977126,0.2090999,1.613911,-2.931018,-0.08969709,-0.2036141,0.9749337,0.17465,1.616602,-2.93263,357.782,177.1476,4.466374,0,0,False
Sneeze_Away, 8, 24.34, 4.255194, 0.1731544, 1.617829, -2.931834, False, True, False, False, True,Eye Leg,0.07048135,0.8033104,0.7735351,0.1731646,1.615639,-2.932129,-0.02705319,-0.2146168,0.9763236,0.1386824,1.620222,-2.933448,-0.001241203,-0.2293835,0.9733353,0.2076263,1.615437,-2.930221,-0.05510464,-0.2245766,0.9728971,0.1731544,1.617829,-2.931834,357.4741,177.1454,3.969774,0,0,False
Sneeze_Away, 9, 24.36, 4.254299, 0.1691857, 1.617503, -2.931172, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1692592,1.617067,-2.931204,-0.02705319,-0.2146167,0.9763236,0.1346885,1.619548,-2.932721,0.0002161711,-0.2190391,0.9757161,0.2036829,1.615458,-2.929623,-0.05364164,-0.2141656,0.9753234,0.1691857,1.617503,-2.931172,357.5723,177.2852,3.392066,0,0,False
Sneeze_Away, 10, 24.38, 4.253977, 0.1673294, 1.617872, -2.930752, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1673329,1.617702,-2.930751,0.01660667,-0.2180759,-0.9757907,0.1328271,1.619823,-2.932311,0.009820916,-0.2198789,0.9754777,0.2018317,1.615921,-2.929194,-0.04410889,-0.2159125,0.9754159,0.1673294,1.617872,-2.930752,357.613,177.2791,3.235756,0,0,False
Sneeze_Away, 11, 24.4, 4.253325, 0.1636779, 1.618517, -2.929935, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1634252,1.618595,-2.930218,0.01167914,-0.2182933,-0.9758136,0.1291722,1.620396,-2.931506,0.01424884,-0.2187603,0.9756746,0.1981836,1.616639,-2.928364,-0.03973874,-0.2156135,0.9756698,0.1636779,1.618517,-2.929935,357.4743,177.2555,3.115983,0,0,False
Sneeze_Away, 12, 24.42, 4.252712, 0.1619569, 1.618156, -2.929491, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1621283,1.619192,-2.929023,0.01167914,-0.2182933,-0.9758134,0.1274359,1.619654,-2.931133,0.01479576,-0.2150764,0.9764851,0.1964779,1.616658,-2.927848,-0.03918046,-0.2117409,0.9765401,0.1619569,1.618156,-2.929491,357.6868,177.1754,2.483577,0,0,False
Sneeze_Away, 13, 24.44, 4.252277, 0.1602403, 1.618583, -2.928915, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1603205,1.619068,-2.928831,0.01167914,-0.2182933,-0.9758134,0.1257158,1.61996,-2.930589,0.0157964,-0.218022,0.9758161,0.1947648,1.617205,-2.927241,-0.03818963,-0.2148502,0.9759001,0.1602403,1.618583,-2.928915,357.543,177.1264,2.284117,0,0,False
Sneeze_Away, 14, 24.46, 4.251489, 0.1566686, 1.619294, -2.927913, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1566653,1.619334,-2.927869,0.006897724,-0.2171524,-0.9761134,0.1221428,1.620598,-2.929618,0.02020735,-0.2181509,0.9757059,0.1911945,1.61799,-2.926208,-0.03380381,-0.2155274,0.9759125,0.1566686,1.619294,-2.927913,357.4412,177.0763,2.162002,0,0,False
Sneeze_Away, 15, 24.48, 4.25109, 0.1551773, 1.619865, -2.927304, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1551,1.619793,-2.927279,0.004067439,-0.2162636,-0.9763268,0.1206501,1.621105,-2.929028,0.02324665,-0.2165745,0.9759893,0.1897046,1.618626,-2.925581,-0.03078654,-0.2145689,0.9762235,0.1551773,1.619865,-2.927304,357.487,177.0522,2.055099,0,0,False
Sneeze_Away, 16, 24.5, 4.250617, 0.1518755, 1.621564, -2.926221, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1517426,1.621787,-2.926114,0.001979334,-0.2159901,-0.9763937,0.1173392,1.622645,-2.927868,0.02373976,-0.2153954,0.9762383,0.1864119,1.620483,-2.924573,-0.03029651,-0.213626,0.9764456,0.1518755,1.621564,-2.926221,357.5913,177.1939,1.791988,0,0,False
Sneeze_Away, 17, 24.52, 4.250101, 0.1505126, 1.621301, -2.925823, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1508036,1.621711,-2.925593,0.001979334,-0.2159901,-0.9763936,0.1159745,1.622427,-2.9274,0.02679541,-0.214311,0.9763979,0.1850508,1.620175,-2.924246,-0.02724391,-0.21266,0.9767464,0.1505126,1.621301,-2.925823,357.8611,177.316,1.866647,0,0,False
Sneeze_Away, 18, 24.54, 4.250036, 0.1489137, 1.622826, -2.925184, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1492721,1.622153,-2.924873,0.001979334,-0.2159901,-0.9763937,0.1143692,1.623857,-2.926687,0.02860423,-0.2194217,0.9752107,0.1834581,1.621795,-2.92368,-0.02543856,-0.2179093,0.9756374,0.1489137,1.622826,-2.925184,357.7239,177.4394,1.708648,0,0,False
Sneeze_Away, 19, 24.56, 4.248799, 0.145917, 1.622884, -2.923933, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1458944,1.623278,-2.924021,0.002490009,-0.2093907,-0.9778289,0.1113695,1.623913,-2.925365,0.02457931,-0.2078824,0.977845,0.1804645,1.621855,-2.9225,-0.02947409,-0.2065149,0.9779994,0.145917,1.622884,-2.923933,358.2282,177.5732,1.705308,0,0,False
Sneeze_Away, 20, 24.58, 4.248538, 0.1423937, 1.626524, -2.922272, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1422852,1.625995,-2.922331,0.02069141,-0.178039,-0.9838059,0.1078456,1.627673,-2.923593,0.005710606,-0.1788103,0.983867,0.1769419,1.625376,-2.920951,-0.04838127,-0.1773066,0.9829657,0.1423937,1.626524,-2.922272,358.3623,177.7559,1.903228,0,0,False
Sneeze_Away, 21, 24.6, 4.24807, 0.1409144, 1.626508, -2.921825, False, True, False, False, True,Eye Leg,0.06653456,0.8031579,0.7734084,0.1411136,1.627062,-2.921692,0.02069141,-0.178039,-0.9838058,0.1063627,1.627532,-2.923157,0.007220455,-0.1767322,0.9842325,0.1754661,1.625483,-2.920494,-0.04687253,-0.1752212,0.9834127,0.1409144,1.626508,-2.921825,359.0145,177.764,1.697583,0,0,False
Sneeze_Away, 22, 24.62, 4.247881, 0.1390321, 1.627141, -2.921426, False, True, False, False, True,Eye Torso,-0.07722619,1.519401,0.8135455,0.1390669,1.627567,-2.921214,-0.05778017,-0.02878618,0.9979143,0.1044788,1.628113,-2.922752,-0.03097634,-0.02775657,0.9991347,0.1735855,1.62617,-2.920099,-0.08500096,-0.02598741,0.9960419,0.1390321,1.627141,-2.921426,359.3656,177.783,1.609653,0,0,False
Sneeze_Away, 23, 24.64, 4.247952, 0.1351549, 1.629277, -2.920752, False, True, False, False, True,Eye Torso,-0.11096,1.549905,1.125833,0.1351744,1.62903,-2.920711,-0.06069656,-0.01957456,0.9979643,0.1005965,1.63012,-2.922035,-0.03383895,-0.02098396,0.999207,0.1697133,1.628433,-2.919468,-0.08785069,-0.01928353,0.9959469,0.1351549,1.629277,-2.920752,359.7952,177.8685,1.39714,0,0,False
Sneeze_Away, 24, 24.66, 4.248351, 0.1328948, 1.631295, -2.920421, False, True, False, False, True,Eye Torso,-0.1141197,1.551633,1.140957,0.1331027,1.630454,-2.92057,-0.06069656,-0.01957456,0.9979643,0.09833717,1.632181,-2.921696,-0.03295672,-0.02216354,0.999211,0.1674525,1.630409,-2.919147,-0.08697008,-0.02041837,0.9960017,0.1328948,1.631295,-2.920421,0.189125,177.8928,1.468138,0,0,False
Sneeze_Away, 25, 24.68, 4.249401, 0.1284797, 1.634677, -2.920298, False, True, False, False, True,Eye Head,-0.09612285,1.600213,0.8548677,0.1284205,1.635214,-2.920306,-0.05938727,-0.009112643,0.9981934,0.09392145,1.635449,-2.921628,-0.03307678,-0.00638126,0.9994324,0.163038,1.633904,-2.918968,-0.08709234,-0.004808327,0.9961886,0.1284797,1.634677,-2.920298,1.198377,177.823,1.280084,0,0,False
Sneeze_Away, 26, 24.7, 4.250062, 0.1262261, 1.636216, -2.920445, False, True, False, False, True,Eye Head,-0.0983884,1.60175,0.8549205,0.1262849,1.636416,-2.920304,-0.05938728,-0.009112641,0.9981934,0.09167109,1.636985,-2.92186,-0.03216683,-0.009794096,0.9994345,0.1607811,1.635446,-2.919031,-0.08618727,-0.008280881,0.9962445,0.1262261,1.636216,-2.920445,1.549516,177.6906,1.275587,0,0,False
Sneeze_Away, 27, 24.72, 4.251121, 0.1214555, 1.639393, -2.920417, False, True, False, False, True,Eye Head,-0.1085544,1.602516,0.8567071,0.121454,1.639424,-2.920421,-0.06078003,-0.009744569,0.9981036,0.08690313,1.640101,-2.921925,-0.03378143,-0.01027971,0.9993764,0.1560078,1.638684,-2.918908,-0.08779759,-0.008880023,0.9960987,0.1214555,1.639393,-2.920417,2.288661,177.5475,1.17452,0,0,False
Sneeze_Away, 28, 24.74, 4.251576, 0.1187723, 1.641081, -2.920287, False, True, False, False, True,Eye Head,-0.1169853,1.600491,0.8580287,0.118933,1.641084,-2.920373,-0.06227282,-0.01072127,0.9980016,0.0842219,1.641775,-2.921846,-0.03514773,-0.01175529,0.9993129,0.1533226,1.640387,-2.918728,-0.08916183,-0.01045061,0.9959623,0.1187723,1.641081,-2.920287,2.604629,177.4681,1.151137,0,0,False
Sneeze_Away, 29, 24.76, 4.252101, 0.1162346, 1.642592, -2.920299, False, True, False, False, True,Eye Head,-0.1195628,1.601996,0.8586567,0.1162515,1.642609,-2.920328,-0.06227281,-0.01072127,0.9980016,0.08168618,1.643291,-2.9219,-0.03517798,-0.01192288,0.99931,0.1507829,1.641894,-2.918699,-0.0891916,-0.01060299,0.995958,0.1162346,1.642592,-2.920299,2.917944,177.4067,1.158813,0,0,False
Sneeze_Away, 30, 24.78, 4.252989, 0.111191, 1.645561, -2.920163, False, True, False, False, True,Eye Head,-0.09060454,1.612144,0.8536432,0.111182,1.645553,-2.920184,-0.05339431,-0.008842074,0.9985344,0.0766456,1.646146,-2.92187,-0.02641125,-0.009757034,0.9996035,0.1457365,1.644977,-2.918457,-0.0804654,-0.008582976,0.9967205,0.111191,1.645561,-2.920163,3.459454,177.2307,0.9697031,0,0,False
Sneeze_Away, 31, 24.8, 4.253242, 0.1087041, 1.64681, -2.919983, False, True, False, False, True,Eye Head,-0.09311073,1.613389,0.8541852,0.1086756,1.646896,-2.920026,-0.05339431,-0.008842075,0.9985344,0.07416015,1.647237,-2.921764,-0.02667933,-0.009807259,0.9995959,0.1432481,1.646382,-2.918202,-0.08073359,-0.008676037,0.996698,0.1087041,1.64681,-2.919983,3.679224,177.0939,0.7092975,0,0,False
Sneeze_Away, 32, 24.82, 4.253529, 0.1037001, 1.64902, -2.919501, False, True, False, False, True,Eye Head,-0.1014185,1.619196,0.8562382,0.1036779,1.649029,-2.919529,-0.05424368,-0.007886915,0.9984966,0.06916063,1.649236,-2.921404,-0.02725081,-0.008793518,0.9995899,0.1382395,1.648803,-2.917599,-0.08130526,-0.00770352,0.9966595,0.1037001,1.64902,-2.919501,3.997125,176.8723,0.3595315,0,0,False
Sneeze_Away, 33, 24.84, 4.253469, 0.1014773, 1.649777, -2.919175, False, True, False, False, True,Eye Head,-0.1178343,1.612043,0.859535,0.1013986,1.649876,-2.919218,-0.05793834,-0.009968879,0.9982704,0.06694134,1.649905,-2.921148,-0.03093335,-0.01150939,0.9994552,0.1360132,1.64965,-2.917202,-0.08498105,-0.010667,0.9963255,0.1014773,1.649777,-2.919175,3.994842,176.7452,0.2120966,0,0,False
Sneeze_Away, 34, 24.86, 4.253402, 0.0968826, 1.651085, -2.918669, False, True, False, False, True,Eye Head,-0.1224703,1.613343,0.860755,0.09686688,1.651112,-2.918661,-0.05793834,-0.009968877,0.9982704,0.0623534,1.65108,-2.92076,-0.03083062,-0.01086644,0.9994656,0.1314118,1.651089,-2.916577,-0.08487843,-0.01001345,0.996341,0.0968826,1.651085,-2.918669,3.830362,176.5332,359.9932,0,0,False
Sneeze_Away, 35, 24.88, 4.253246, 0.09472074, 1.651605, -2.918332, False, True, False, False, True,Eye Head,-0.1292107,1.610169,0.8627356,0.09467345,1.651615,-2.918362,-0.05911726,-0.01093905,0.9981911,0.06019425,1.6516,-2.920468,-0.03187762,-0.01235145,0.9994154,0.1292472,1.65161,-2.916196,-0.08592707,-0.01180141,0.9962316,0.09472074,1.651605,-2.918332,3.60186,176.4596,359.9916,0,0,False
Sneeze_Away, 36, 24.9, 4.253113, 0.09254774, 1.652259, -2.917965, False, True, False, False, True,Eye Head,-0.1314077,1.610818,0.8635062,0.09251839,1.652212,-2.918063,-0.05911727,-0.01093905,0.9981911,0.05802349,1.652287,-2.920137,-0.03165691,-0.01213326,0.9994251,0.127072,1.652231,-2.915793,-0.08570656,-0.01153505,0.9962537,0.09254774,1.652259,-2.917965,3.416404,176.4035,0.04685829,0,0,False
Sneeze_Away, 37, 24.92, 4.252813, 0.08821681, 1.65355, -2.917194, False, True, False, False, True,Eye Head,-0.1405724,1.585104,0.8648521,0.08828421,1.653521,-2.917204,-0.06037327,-0.01806162,0.9980124,0.05369771,1.65361,-2.919445,-0.03325105,-0.01813832,0.9992824,0.1227359,1.65349,-2.914943,-0.08729888,-0.01791195,0.9960212,0.08821681,1.65355,-2.917194,3.145413,176.2744,0.09949936,0,0,False
Sneeze_Away, 38, 24.94, 4.252691, 0.08604459, 1.653901, -2.916961, False, True, False, False, True,Eye Head,-0.1644033,1.568408,1.002982,0.08604811,1.653934,-2.916897,-0.0637456,-0.0217602,0.9977289,0.05152994,1.653991,-2.919279,-0.03688925,-0.02246685,0.9990668,0.1205592,1.653812,-2.914644,-0.09092505,-0.02235156,0.9956068,0.08604459,1.653901,-2.916961,3.024844,176.1663,0.1487151,0,0,False
Sneeze_Away, 39, 24.96, 4.252413, 0.0820711, 1.654582, -2.916457, False, True, False, False, True,Eye Head,-0.1668303,1.569617,0.97928,0.08206481,1.654538,-2.916441,-0.0637456,-0.0217602,0.9977289,0.04756167,1.654718,-2.918849,-0.03649304,-0.02206079,0.9990904,0.1165805,1.654447,-2.914065,-0.09053025,-0.02195491,0.9956517,0.0820711,1.654582,-2.916457,2.682585,176.0456,0.225067,0,0,False
Sneeze_Away, 40, 24.98, 4.252276, 0.08025882, 1.655081, -2.916136, False, True, False, False, True,EndPoint,-0.3741758,1.483444,4.5,0.08024217,1.654936,-2.916136,-0.06114545,-0.02309418,0.9978617,0.04574848,1.655261,-2.918511,-0.03343021,-0.02302703,0.9991757,0.1147692,1.6549,-2.91376,-0.08747764,-0.02289979,0.9959033,0.08025882,1.655081,-2.916136,2.552756,176.0754,0.2989224,0,0,False
Sneeze_Away, 41, 25, 4.252162, 0.07674484, 1.656267, -2.91558, False, True, False, False, True,Eye Torso,-0.1805589,1.5447,1.104048,0.07673649,1.656232,-2.91557,-0.06385659,-0.02768841,0.9975749,0.04223389,1.656519,-2.91794,-0.03664652,-0.02763608,0.9989461,0.1112558,1.656016,-2.913219,-0.0906831,-0.02745667,0.9955012,0.07674484,1.656267,-2.91558,2.448183,176.1052,0.417328,0,0,False
Sneeze_Away, 42, 25.02, 4.252388, 0.07525363, 1.656986, -2.915551, False, True, False, False, True,Eye Torso,-0.1825766,1.545189,1.112301,0.07504443,1.656667,-2.91534,-0.0638566,-0.0276884,0.9975749,0.04074082,1.65722,-2.917886,-0.0367484,-0.02809849,0.9989294,0.1097664,1.656751,-2.913217,-0.09078467,-0.02799935,0.9954768,0.07525363,1.656986,-2.915551,2.420252,176.1465,0.3895023,0,0,False
Sneeze_Away, 43, 25.04, 4.252138, 0.07351296, 1.65727, -2.915192, False, True, False, False, True,Eye Torso,-0.184495,1.545397,1.115437,0.07370976,1.656977,-2.915233,-0.0638566,-0.02768842,0.9975749,0.03899669,1.65751,-2.917474,-0.035795,-0.02922112,0.9989318,0.1080292,1.65703,-2.91291,-0.08983429,-0.02896245,0.9955355,0.07351296,1.65727,-2.915192,2.434382,176.2337,0.3981488,0,0,False
Sneeze_Away, 44, 25.06, 4.252161, 0.07032996, 1.658138, -2.914908, False, True, False, False, True,Eye Torso,-0.1698522,1.548673,1.159415,0.07029398,1.658039,-2.914924,-0.05882689,-0.02681096,0.9979081,0.0358055,1.658479,-2.917049,-0.03163123,-0.02683274,0.9991393,0.1048544,1.657797,-2.912767,-0.08568227,-0.02657108,0.9959682,0.07032996,1.658138,-2.914908,2.537152,176.4758,0.5654798,0,0,False
Sneeze_Away, 45, 25.08, 4.252284, 0.06887156, 1.658643, -2.914854, False, True, False, False, True,Eye Torso,-0.1638267,1.542721,1.093253,0.06887569,1.658676,-2.914814,-0.05793516,-0.02886138,0.997903,0.034341,1.658939,-2.916901,-0.03051839,-0.02793272,0.9991438,0.1034021,1.658348,-2.912806,-0.0845728,-0.02763539,0.996034,0.06887156,1.658643,-2.914854,2.753797,176.6296,0.4896029,0,0,False
Sneeze_Away, 46, 25.1, 4.252496, 0.06567633, 1.659177, -2.914913, False, True, False, False, True,Eye Torso,-0.1614141,1.540954,1.073778,0.06565796,1.659247,-2.91491,-0.05681667,-0.02957849,0.9979464,0.03113612,1.659423,-2.916798,-0.02980988,-0.02984672,0.9991099,0.1002166,1.658931,-2.913028,-0.08386699,-0.02943978,0.996042,0.06567633,1.659177,-2.914913,2.888313,176.8968,0.4076086,0,0,False
Sneeze_Away, 47, 25.12, 4.252608, 0.0640463, 1.65934, -2.914992, False, True, False, False, True,Eye Torso,-0.1633473,1.54096,1.079023,0.0640372,1.659303,-2.914996,-0.05681667,-0.02957848,0.9979464,0.02950191,1.659557,-2.916803,-0.03004725,-0.0303891,0.9990864,0.09859069,1.659123,-2.913181,-0.08410363,-0.02998084,0.9960058,0.0640463,1.65934,-2.914992,2.825737,177.0173,0.359398,0,0,False
Sneeze_Away, 48, 25.14, 4.252772, 0.06092422, 1.659774, -2.915036, False, True, False, False, True,Eye Torso,-0.1606833,1.548834,1.178427,0.06091283,1.659763,-2.915028,-0.05403798,-0.02705227,0.9981723,0.02637334,1.659917,-2.916726,-0.02708583,-0.02736459,0.9992585,0.09547511,1.659631,-2.913346,-0.08115171,-0.0269629,0.996337,0.06092422,1.659774,-2.915036,2.81162,177.2114,0.236615,0,0,False
Sneeze_Away, 49, 25.16, 4.252862, 0.05936591, 1.659902, -2.915104, False, True, False, False, True,Eye Torso,-0.1625234,1.548821,1.18353,0.05937311,1.659933,-2.91511,-0.05403846,-0.02705227,0.9981723,0.02481337,1.660032,-2.916761,-0.02742733,-0.02746765,0.9992464,0.09391844,1.659771,-2.913447,-0.08149216,-0.02705467,0.9963067,0.05936591,1.659902,-2.915104,2.794346,177.2651,0.2160482,0,0,False
Sneeze_Away, 50, 25.18, 4.253143, 0.05612972, 1.659973, -2.915427, False, True, False, False, True,Eye Torso,-0.1541635,1.551026,1.213486,0.05614492,1.659956,-2.915438,-0.05084827,-0.02634317,0.9983589,0.02157521,1.660088,-2.917043,-0.02383244,-0.02662659,0.9993613,0.09068422,1.659858,-2.91381,-0.07790828,-0.02629889,0.9966136,0.05612972,1.659973,-2.915427,2.756685,177.3308,0.1908074,0,0,False
Sneeze_Away, 51, 25.2, 4.25336, 0.05452682, 1.659918, -2.915709, False, True, False, False, True,Eye Torso,-0.156081,1.550808,1.219381,0.05451261,1.659933,-2.915669,-0.05084828,-0.02634318,0.9983589,0.01997307,1.660057,-2.917339,-0.02424618,-0.02678707,0.999347,0.08908057,1.659779,-2.914078,-0.0783208,-0.02644388,0.9965774,0.05452682,1.659918,-2.915709,2.696383,177.3089,0.2302846,0,0,False
Sneeze_Away, 52, 25.22, 4.253519, 0.0529209, 1.659844, -2.915934, False, True, False, False, True,Eye Torso,-0.1382328,1.543553,1.128835,0.05293439,1.659855,-2.915926,-0.04718735,-0.02870694,0.9984735,0.01836801,1.659977,-2.917583,-0.02053124,-0.02921235,0.9993623,0.08747379,1.65971,-2.914285,-0.07461622,-0.02897532,0.9967913,0.0529209,1.659844,-2.915934,2.628391,177.2777,0.2211009,0,0,False
Sneeze_Away, 53, 25.24, 4.25377, 0.04974701, 1.659643, -2.916334, False, True, False, False, True,Eye Torso,-0.0684461,1.300027,0.7764482,0.04974328,1.659645,-2.916306,-0.03183968,-0.09687564,0.9947871,0.01519762,1.659731,-2.918058,-0.004961364,-0.09698521,0.9952735,0.08429641,1.659554,-2.91461,-0.0590729,-0.09685598,0.9935437,0.04974701,1.659643,-2.916334,2.495101,177.1499,0.1464158,0,0,False
Sneeze_Away, 54, 25.26, 4.253876, 0.04820275, 1.659585, -2.916493, False, True, False, False, True,Eye Torso,-0.07000245,1.299932,0.7766667,0.0481386,1.659512,-2.916543,-0.03183968,-0.09687565,0.9947871,0.01365618,1.659678,-2.918273,-0.004971124,-0.09729709,0.995243,0.08274932,1.659491,-2.914714,-0.05908266,-0.09714954,0.9935145,0.04820275,1.659585,-2.916493,2.388761,177.0581,0.1548541,0,0,False
Sneeze_Away, 55, 25.28, 4.254066, 0.04510879, 1.659496, -2.916773, False, True, False, False, True,Eye Leg,-0.0750977,0.886638,0.7812812,0.04514083,1.659489,-2.916772,-0.03180181,-0.2044673,0.9783567,0.01056521,1.659609,-2.918609,-0.004606824,-0.2043656,0.9788838,0.07965237,1.659384,-2.914938,-0.05871791,-0.2043527,0.9771347,0.04510879,1.659496,-2.916773,2.34821,176.9663,0.1869447,0,0,False
Sneeze_Away, 56, 25.3, 4.254138, 0.0436966, 1.659426, -2.916898, False, True, False, False, True,Eye Leg,-0.07649896,0.8866382,0.7808195,0.04367243,1.659383,-2.91688,-0.03180181,-0.2044673,0.9783567,0.009154659,1.659559,-2.918763,-0.004522983,-0.2046678,0.978821,0.07823853,1.659294,-2.915033,-0.05863418,-0.204657,0.977076,0.0436966,1.659426,-2.916898,2.337789,176.9188,0.2203227,0,0,False
Sneeze_Away, 57, 25.32, 4.254292, 0.04084317, 1.659347, -2.917128, False, True, False, False, True,Eye Leg,-0.06592929,0.8776628,0.7798734,0.04082552,1.659317,-2.917139,-0.02824485,-0.2067814,0.9779794,0.006303448,1.659526,-2.91903,-0.001088247,-0.2068609,0.9783698,0.0753829,1.659168,-2.915227,-0.05519902,-0.206944,0.9767944,0.04084317,1.659347,-2.917128,2.25797,176.8607,0.2964211,0,0,False
Sneeze_Away, 58, 25.34, 4.254407, 0.03962245, 1.659442, -2.917226, False, True, False, False, True,Eye Leg,-0.06592929,0.8776628,0.7798734,0.03961281,1.659407,-2.917225,0.02539932,-0.2043247,-0.9785736,0.005083069,1.659636,-2.919132,0.002259675,-0.2042235,0.9789217,0.07416184,1.659249,-2.91532,-0.05184965,-0.2043205,0.9775299,0.03962245,1.659442,-2.917226,2.277713,176.8537,0.3201104,0,0,False
Sneeze_Away, 59, 25.36, 4.254448, 0.03832977, 1.659412, -2.917296, False, True, False, False, True,Eye Leg,-0.06592929,0.8776628,0.7798734,0.03831297,1.659447,-2.917313,0.02539932,-0.2043247,-0.9785738,0.003789254,1.65964,-2.919178,0.002091564,-0.2043779,0.9788898,0.07287028,1.659184,-2.915414,-0.05201763,-0.2044631,0.9774911,0.03832977,1.659412,-2.917296,2.27419,176.8966,0.3776397,0,0,False
Sneeze_Away, 60, 25.38, 4.254505, 0.03611975, 1.659238, -2.917453, False, True, False, False, True,Eye Leg,-0.06592929,0.8776628,0.7798734,0.0361257,1.659255,-2.917446,0.02708237,-0.1932434,-0.980777,0.001575187,1.659454,-2.91926,0.0002074353,-0.1932912,0.9811414,0.07066432,1.659022,-2.915645,-0.05389936,-0.193334,0.9796513,0.03611975,1.659238,-2.917453,2.240464,177.0188,0.3579218,0,0,False
