Condition, Total Distance, Total Time, Average Speed, Minimum Distance, Passing Distance, Is Minimum Distance Side, Is Minimum Distance Front or Back, Passing Side, Inside or Outside
Sneeze_Towards, 10.71561, 18.08, 0.2532043, 2.360863, 4.139702, False, Back, Left, Outside
