Condition, Total Distance, Total Time, Average Speed, Minimum Distance, Passing Distance, Is Minimum Distance Side, Is Minimum Distance Front or Back, Passing Side, Inside or Outside
Sneeze_Away, 10.37812, 21.06, 0.2294014, 3.126385, 3.819626, False, Back, Left, Outside
