Condition, Total Distance, Total Time, Average Speed, Minimum Distance, Passing Distance, Is Minimum Distance Side, Is Minimum Distance Front or Back, Passing Side, Inside or Outside
Sneeze_None, 9.12751, 15.64, 0.08437336, 2.89139, 3.470531, False, Back, Left, Outside
