Condition, Total Distance, Total Time, Average Speed, Minimum Distance, Passing Distance, Is Minimum Distance Side, Is Minimum Distance Front or Back, Passing Side, Inside or Outside
9, 6.364572, 29.62222, 0.214858, 2.102142, 4.50832, False, Front, Left, Outside
