Condition, Total Distance, Total Time, Average Speed, Minimum Distance, Passing Distance, Is Minimum Distance Side, Is Minimum Distance Front or Back, Passing Side, Inside or Outside
15, 6.888001, 14.48, 0.3270656, 0.1299113, Infinity, True, , Right, Inside
